"term","freq","s1","s2","s3","s4","prob"
"you were able to",6,"you","were","able","to",1
"you were one of",6,"you","were","one","of",0.857142857142857
"you were the one",6,"you","were","the","one",0.285714285714286
"you will always be",6,"you","will","always","be",0.545454545454545
"you will be the",6,"you","will","be","the",0.0379746835443038
"you won't be disappointed",6,"you","won't","be","disappointed",0.230769230769231
"your dreams come true",6,"your","dreams","come","true",1
"your favorite part of",6,"your","favorite","part","of",0.666666666666667
"your thoughts on the",6,"your","thoughts","on","the",0.375
"your videos on youtube",6,"your","videos","on","youtube",1
"youre going to be",6,"youre","going","to","be",0.260869565217391
"youtube plz follow me",6,"youtube","plz","follow","me",1
"a bad way to",5,"a","bad","way","to",0.416666666666667
"a big thanks to",5,"a","big","thanks","to",0.625
"a bit too much",5,"a","bit","too","much",0.277777777777778
"a bowl of soup",5,"a","bowl","of","soup",0.192307692307692
"a c non profit",5,"a","c","non","profit",1
"a call from a",5,"a","call","from","a",0.208333333333333
"a care in the",5,"a","care","in","the",1
"a career in the",5,"a","career","in","the",0.454545454545455
"a case by case",5,"a","case","by","case",1
"a chance to do",5,"a","chance","to","do",0.0280898876404494
"a chance to go",5,"a","chance","to","go",0.0280898876404494
"a chance to meet",5,"a","chance","to","meet",0.0280898876404494
"a comment if you",5,"a","comment","if","you",0.833333333333333
"a conscious effort to",5,"a","conscious","effort","to",0.833333333333333
"a couple years ago",5,"a","couple","years","ago",0.454545454545455
"a day or so",5,"a","day","or","so",0.208333333333333
"a few days a",5,"a","few","days","a",0.0352112676056338
"a few days off",5,"a","few","days","off",0.0352112676056338
"a few days to",5,"a","few","days","to",0.0352112676056338
"a few hours ago",5,"a","few","hours","ago",0.0649350649350649
"a few hours later",5,"a","few","hours","later",0.0649350649350649
"a few minutes of",5,"a","few","minutes","of",0.0574712643678161
"a few months back",5,"a","few","months","back",0.0675675675675676
"a few more hours",5,"a","few","more","hours",0.0581395348837209
"a few of them",5,"a","few","of","them",0.0568181818181818
"a few pictures of",5,"a","few","pictures","of",0.5
"a few weeks and",5,"a","few","weeks","and",0.0458715596330275
"a few weeks back",5,"a","few","weeks","back",0.0458715596330275
"a four day weekend",5,"a","four","day","weekend",0.714285714285714
"a fraction of the",5,"a","fraction","of","the",0.555555555555556
"a fun way to",5,"a","fun","way","to",1
"a gallon of milk",5,"a","gallon","of","milk",0.714285714285714
"a gift card to",5,"a","gift","card","to",0.454545454545455
"a gift certificate to",5,"a","gift","certificate","to",0.357142857142857
"a gift from god",5,"a","gift","from","god",0.263157894736842
"a glimpse of the",5,"a","glimpse","of","the",0.2
"a good amount of",5,"a","good","amount","of",1
"a good day when",5,"a","good","day","when",0.0396825396825397
"a good dose of",5,"a","good","dose","of",1
"a good idea if",5,"a","good","idea","if",0.0617283950617284
"a good nights sleep",5,"a","good","nights","sleep",0.833333333333333
"a good one and",5,"a","good","one","and",0.0595238095238095
"a good place for",5,"a","good","place","for",0.166666666666667
"a good thing and",5,"a","good","thing","and",0.0476190476190476
"a good thing for",5,"a","good","thing","for",0.0476190476190476
"a good thing in",5,"a","good","thing","in",0.0476190476190476
"a good time and",5,"a","good","time","and",0.0480769230769231
"a good time in",5,"a","good","time","in",0.0480769230769231
"a great day at",5,"a","great","day","at",0.0232558139534884
"a great day everyone",5,"a","great","day","everyone",0.0232558139534884
"a great day in",5,"a","great","day","in",0.0232558139534884
"a great example of",5,"a","great","example","of",1
"a great job of",5,"a","great","job","of",0.0925925925925926
"a great week and",5,"a","great","week","and",0.0961538461538462
"a happy mother's day",5,"a","happy","mother's","day",0.833333333333333
"a high degree of",5,"a","high","degree","of",1
"a high level of",5,"a","high","level","of",0.625
"a hole in my",5,"a","hole","in","my",0.2
"a job as a",5,"a","job","as","a",0.833333333333333
"a job to do",5,"a","job","to","do",0.714285714285714
"a kick out of",5,"a","kick","out","of",1
"a labor of love",5,"a","labor","of","love",1
"a link to this",5,"a","link","to","this",0.106382978723404
"a little hard to",5,"a","little","hard","to",0.625
"a little help from",5,"a","little","help","from",0.714285714285714
"a little more fun",5,"a","little","more","fun",0.0344827586206897
"a little nervous about",5,"a","little","nervous","about",0.357142857142857
"a long day at",5,"a","long","day","at",0.111111111111111
"a long period of",5,"a","long","period","of",0.833333333333333
"a long time in",5,"a","long","time","in",0.0238095238095238
"a look at my",5,"a","look","at","my",0.0543478260869565
"a lot of attention",5,"a","lot","of","attention",0.00446428571428571
"a lot of love",5,"a","lot","of","love",0.00446428571428571
"a lot of pain",5,"a","lot","of","pain",0.00446428571428571
"a lot of questions",5,"a","lot","of","questions",0.00446428571428571
"a lot of water",5,"a","lot","of","water",0.00446428571428571
"a lot of what",5,"a","lot","of","what",0.00446428571428571
"a lot on my",5,"a","lot","on","my",0.416666666666667
"a lot to say",5,"a","lot","to","say",0.0735294117647059
"a man who has",5,"a","man","who","has",0.0704225352112676
"a new life in",5,"a","new","life","in",0.3125
"a new version of",5,"a","new","version","of",1
"a night summer rate",5,"a","night","summer","rate",1
"a number of the",5,"a","number","of","the",0.0373134328358209
"a part of that",5,"a","part","of","that",0.0289017341040462
"a part of their",5,"a","part","of","their",0.0289017341040462
"a part time job",5,"a","part","time","job",0.714285714285714
"a perfect day for",5,"a","perfect","day","for",0.384615384615385
"a photo of it",5,"a","photo","of","it",0.131578947368421
"a picture of them",5,"a","picture","of","them",0.0458715596330275
"a picture of yourself",5,"a","picture","of","yourself",0.0458715596330275
"a place where we",5,"a","place","where","we",0.116279069767442
"a place where you",5,"a","place","where","you",0.116279069767442
"a quarter of the",5,"a","quarter","of","the",0.384615384615385
"a quick trip to",5,"a","quick","trip","to",0.714285714285714
"a really long time",5,"a","really","long","time",0.833333333333333
"a result of this",5,"a","result","of","this",0.0909090909090909
"a review of the",5,"a","review","of","the",0.333333333333333
"a run for their",5,"a","run","for","their",0.5
"a safe and fun",5,"a","safe","and","fun",0.192307692307692
"a sense of humor",5,"a","sense","of","humor",0.0568181818181818
"a sign of a",5,"a","sign","of","a",0.172413793103448
"a single piece of",5,"a","single","piece","of",0.714285714285714
"a soft spot for",5,"a","soft","spot","for",0.833333333333333
"a special kind of",5,"a","special","kind","of",0.833333333333333
"a step back and",5,"a","step","back","and",0.454545454545455
"a story about a",5,"a","story","about","a",0.227272727272727
"a story of a",5,"a","story","of","a",0.263157894736842
"a time when the",5,"a","time","when","the",0.0925925925925926
"a time when there",5,"a","time","when","there",0.0925925925925926
"a ton of work",5,"a","ton","of","work",0.0649350649350649
"a tribute to the",5,"a","tribute","to","the",0.416666666666667
"a very good friend",5,"a","very","good","friend",0.087719298245614
"a way that i",5,"a","way","that","i",0.0892857142857143
"a way to do",5,"a","way","to","do",0.0359712230215827
"a well known fact",5,"a","well","known","fact",0.277777777777778
"a while back and",5,"a","while","back","and",0.277777777777778
"a woman who has",5,"a","woman","who","has",0.142857142857143
"a woman who is",5,"a","woman","who","is",0.142857142857143
"a year in the",5,"a","year","in","the",0.333333333333333
"a young girl who",5,"a","young","girl","who",0.277777777777778
"able to do that",5,"able","to","do","that",0.106382978723404
"able to play in",5,"able","to","play","in",0.333333333333333
"about percent of the",5,"about","percent","of","the",0.5
"about the time i",5,"about","the","time","i",0.294117647058824
"about to get some",5,"about","to","get","some",0.125
"about to go on",5,"about","to","go","on",0.1
"about what you want",5,"about","what","you","want",0.277777777777778
"about whether or not",5,"about","whether","or","not",1
"about years ago i",5,"about","years","ago","i",0.416666666666667
"accept the fact that",5,"accept","the","fact","that",1
"according to the national",5,"according","to","the","national",0.0340136054421769
"actually one of the",5,"actually","one","of","the",0.833333333333333
"add a bit of",5,"add","a","bit","of",0.625
"add to that the",5,"add","to","that","the",0.555555555555556
"added a bit of",5,"added","a","bit","of",0.833333333333333
"after a few minutes",5,"after","a","few","minutes",0.151515151515152
"all day every day",5,"all","day","every","day",0.833333333333333
"all i could do",5,"all","i","could","do",0.238095238095238
"all i could think",5,"all","i","could","think",0.238095238095238
"all i did was",5,"all","i","did","was",0.714285714285714
"all i have is",5,"all","i","have","is",0.147058823529412
"all i needed to",5,"all","i","needed","to",0.833333333333333
"all i see is",5,"all","i","see","is",0.5
"all i wanted was",5,"all","i","wanted","was",0.555555555555556
"all in all i",5,"all","in","all","i",0.151515151515152
"all is well in",5,"all","is","well","in",0.0862068965517241
"all it was a",5,"all","it","was","a",0.3125
"all kinds of things",5,"all","kinds","of","things",0.0847457627118644
"all of our followers",5,"all","of","our","followers",0.0543478260869565
"all of the other",5,"all","of","the","other",0.0158227848101266
"all of the things",5,"all","of","the","things",0.0158227848101266
"all of them are",5,"all","of","them","are",0.0625
"all of them but",5,"all","of","them","but",0.0625
"all of this and",5,"all","of","this","and",0.0434782608695652
"all of you can",5,"all","of","you","can",0.0510204081632653
"all of your favorite",5,"all","of","your","favorite",0.0793650793650794
"all on its own",5,"all","on","its","own",1
"all sorts of other",5,"all","sorts","of","other",0.0757575757575758
"all the kids are",5,"all","the","kids","are",0.294117647058824
"all the same i",5,"all","the","same","i",0.161290322580645
"all the time to",5,"all","the","time","to",0.0208333333333333
"all the way back",5,"all","the","way","back",0.0284090909090909
"all those who are",5,"all","those","who","are",0.238095238095238
"all you can drink",5,"all","you","can","drink",0.178571428571429
"all you do for",5,"all","you","do","for",0.208333333333333
"all you had to",5,"all","you","had","to",1
"all you want to",5,"all","you","want","to",0.333333333333333
"almost as much as",5,"almost","as","much","as",1
"along the way i",5,"along","the","way","i",0.0714285714285714
"already looking forward to",5,"already","looking","forward","to",1
"always good to see",5,"always","good","to","see",0.454545454545455
"always on the lookout",5,"always","on","the","lookout",0.555555555555556
"always wanted to do",5,"always","wanted","to","do",0.131578947368421
"am a sucker for",5,"am","a","sucker","for",1
"am glad to have",5,"am","glad","to","have",0.416666666666667
"am going to bed",5,"am","going","to","bed",0.0285714285714286
"am going to go",5,"am","going","to","go",0.0285714285714286
"am going to the",5,"am","going","to","the",0.0285714285714286
"am not sure i",5,"am","not","sure","i",0.192307692307692
"am not sure if",5,"am","not","sure","if",0.192307692307692
"am not talking about",5,"am","not","talking","about",0.833333333333333
"am so grateful for",5,"am","so","grateful","for",0.357142857142857
"am so thankful for",5,"am","so","thankful","for",0.625
"am supposed to be",5,"am","supposed","to","be",0.5
"am thinking about getting",5,"am","thinking","about","getting",0.555555555555556
"am trying to figure",5,"am","trying","to","figure",0.161290322580645
"am what i am",5,"am","what","i","am",1
"american civil liberties union",5,"american","civil","liberties","union",0.714285714285714
"an easy way to",5,"an","easy","way","to",1
"an hour on the",5,"an","hour","on","the",1
"an idea for a",5,"an","idea","for","a",0.5
"an important part of",5,"an","important","part","of",1
"an interview with the",5,"an","interview","with","the",0.2
"and a commitment to",5,"and","a","commitment","to",1
"and a few of",5,"and","a","few","of",0.0833333333333333
"and a group of",5,"and","a","group","of",0.714285714285714
"and a series of",5,"and","a","series","of",1
"and after a few",5,"and","after","a","few",0.192307692307692
"and all i can",5,"and","all","i","can",0.3125
"and all sorts of",5,"and","all","sorts","of",0.833333333333333
"and allow to cool",5,"and","allow","to","cool",0.454545454545455
"and are willing to",5,"and","are","willing","to",1
"and asked if she",5,"and","asked","if","she",0.3125
"and at some point",5,"and","at","some","point",1
"and at the end",5,"and","at","the","end",0.119047619047619
"and bake for minutes",5,"and","bake","for","minutes",0.416666666666667
"and because of that",5,"and","because","of","that",0.277777777777778
"and before i knew",5,"and","before","i","knew",0.454545454545455
"and being able to",5,"and","being","able","to",1
"and came up with",5,"and","came","up","with",0.625
"and can't wait for",5,"and","can't","wait","for",0.263157894736842
"and come back to",5,"and","come","back","to",0.384615384615385
"and cook for minutes",5,"and","cook","for","minutes",0.454545454545455
"and each of the",5,"and","each","of","the",0.5
"and even more so",5,"and","even","more","so",0.3125
"and even though i",5,"and","even","though","i",0.172413793103448
"and even though it",5,"and","even","though","it",0.172413793103448
"and feel free to",5,"and","feel","free","to",1
"and for some reason",5,"and","for","some","reason",0.416666666666667
"and get rid of",5,"and","get","rid","of",1
"and getting ready for",5,"and","getting","ready","for",0.5
"and have lots of",5,"and","have","lots","of",0.833333333333333
"and he wants to",5,"and","he","wants","to",0.714285714285714
"and he will be",5,"and","he","will","be",0.192307692307692
"and how it was",5,"and","how","it","was",0.2
"and how to make",5,"and","how","to","make",0.108695652173913
"and i'm ready to",5,"and","i'm","ready","to",0.833333333333333
"and i am feeling",5,"and","i","am","feeling",0.0210084033613445
"and i am in",5,"and","i","am","in",0.0210084033613445
"and i am looking",5,"and","i","am","looking",0.0210084033613445
"and i am thankful",5,"and","i","am","thankful",0.0210084033613445
"and i are looking",5,"and","i","are","looking",0.0458715596330275
"and i could have",5,"and","i","could","have",0.166666666666667
"and i didn't want",5,"and","i","didn't","want",0.138888888888889
"and i don't even",5,"and","i","don't","even",0.0510204081632653
"and i don't feel",5,"and","i","don't","feel",0.0510204081632653
"and i end up",5,"and","i","end","up",1
"and i get it",5,"and","i","get","it",0.135135135135135
"and i had the",5,"and","i","had","the",0.0476190476190476
"and i hope i",5,"and","i","hope","i",0.0641025641025641
"and i like it",5,"and","i","like","it",0.208333333333333
"and i live in",5,"and","i","live","in",0.714285714285714
"and i love my",5,"and","i","love","my",0.0416666666666667
"and i must say",5,"and","i","must","say",0.416666666666667
"and i plan to",5,"and","i","plan","to",0.714285714285714
"and i really like",5,"and","i","really","like",0.0980392156862745
"and i want you",5,"and","i","want","you",0.0847457627118644
"and i was able",5,"and","i","was","able",0.0279329608938547
"and i were in",5,"and","i","were","in",0.0833333333333333
"and i will have",5,"and","i","will","have",0.032258064516129
"and i would have",5,"and","i","would","have",0.0657894736842105
"and ill follow back",5,"and","ill","follow","back",0.625
"and in doing so",5,"and","in","doing","so",1
"and in order to",5,"and","in","order","to",0.833333333333333
"and in this case",5,"and","in","this","case",0.3125
"and is going to",5,"and","is","going","to",0.833333333333333
"and it is so",5,"and","it","is","so",0.0256410256410256
"and it makes me",5,"and","it","makes","me",0.294117647058824
"and it was great",5,"and","it","was","great",0.0204081632653061
"and join us for",5,"and","join","us","for",0.416666666666667
"and keep up with",5,"and","keep","up","with",0.625
"and let me tell",5,"and","let","me","tell",0.116279069767442
"and lots of fun",5,"and","lots","of","fun",0.0684931506849315
"and many of the",5,"and","many","of","the",0.416666666666667
"and most of it",5,"and","most","of","it",0.151515151515152
"and new york city",5,"and","new","york","city",0.714285714285714
"and no i am",5,"and","no","i","am",0.454545454545455
"and no one is",5,"and","no","one","is",0.111111111111111
"and not being able",5,"and","not","being","able",0.625
"and not just a",5,"and","not","just","a",0.135135135135135
"and not to mention",5,"and","not","to","mention",0.238095238095238
"and now for the",5,"and","now","for","the",0.714285714285714
"and now i can't",5,"and","now","i","can't",0.087719298245614
"and of course my",5,"and","of","course","my",0.04
"and of course we",5,"and","of","course","we",0.04
"and one of them",5,"and","one","of","them",0.0909090909090909
"and one that is",5,"and","one","that","is",0.333333333333333
"and out of a",5,"and","out","of","a",0.121951219512195
"and prayers are with",5,"and","prayers","are","with",0.833333333333333
"and put in the",5,"and","put","in","the",0.416666666666667
"and put it on",5,"and","put","it","on",0.238095238095238
"and roll hall of",5,"and","roll","hall","of",1
"and sashacan they sing",5,"and","sashacan","they","sing",1
"and say what you",5,"and","say","what","you",0.555555555555556
"and season with salt",5,"and","season","with","salt",0.833333333333333
"and see how it",5,"and","see","how","it",0.238095238095238
"and see if they",5,"and","see","if","they",0.217391304347826
"and see what happens",5,"and","see","what","happens",0.121951219512195
"and so did the",5,"and","so","did","the",0.384615384615385
"and soon to be",5,"and","soon","to","be",1
"and stuff like that",5,"and","stuff","like","that",1
"and take it to",5,"and","take","it","to",0.454545454545455
"and tell me what",5,"and","tell","me","what",0.2
"and thank you so",5,"and","thank","you","so",0.0675675675675676
"and that is why",5,"and","that","is","why",0.0526315789473684
"and that it is",5,"and","that","it","is",0.238095238095238
"and that makes it",5,"and","that","makes","it",0.416666666666667
"and that they are",5,"and","that","they","are",0.2
"and that they were",5,"and","that","they","were",0.2
"and that was the",5,"and","that","was","the",0.108695652173913
"and the lack of",5,"and","the","lack","of",1
"and the need to",5,"and","the","need","to",0.625
"and the other half",5,"and","the","other","half",0.0746268656716418
"and the sense of",5,"and","the","sense","of",1
"and the university of",5,"and","the","university","of",0.625
"and then come back",5,"and","then","come","back",0.833333333333333
"and then i can",5,"and","then","i","can",0.0462962962962963
"and then i will",5,"and","then","i","will",0.0462962962962963
"and then there is",5,"and","then","there","is",0.192307692307692
"and then to the",5,"and","then","to","the",0.25
"and there are a",5,"and","there","are","a",0.0625
"and there is still",5,"and","there","is","still",0.0793650793650794
"and there was the",5,"and","there","was","the",0.0892857142857143
"and they have the",5,"and","they","have","the",0.185185185185185
"and they seem to",5,"and","they","seem","to",0.833333333333333
"and this was the",5,"and","this","was","the",0.217391304347826
"and to this day",5,"and","to","this","day",0.833333333333333
"and told him that",5,"and","told","him","that",0.25
"and try to get",5,"and","try","to","get",0.1
"and use it as",5,"and","use","it","as",0.384615384615385
"and wait for it",5,"and","wait","for","it",0.263157894736842
"and we have a",5,"and","we","have","a",0.0909090909090909
"and went to the",5,"and","went","to","the",0.185185185185185
"and what kind of",5,"and","what","kind","of",1
"and when i saw",5,"and","when","i","saw",0.0632911392405063
"and when i was",5,"and","when","i","was",0.0632911392405063
"and yes i am",5,"and","yes","i","am",0.217391304347826
"and you get to",5,"and","you","get","to",0.2
"and you know how",5,"and","you","know","how",0.0980392156862745
"and you know that",5,"and","you","know","that",0.0980392156862745
"another one of my",5,"another","one","of","my",0.357142857142857
"anyone know a good",5,"anyone","know","a","good",0.714285714285714
"anything in the world",5,"anything","in","the","world",0.3125
"anything we can do",5,"anything","we","can","do",0.555555555555556
"are a few of",5,"are","a","few","of",0.078125
"are from my stash",5,"are","from","my","stash",0.625
"are getting more and",5,"are","getting","more","and",1
"are hard to find",5,"are","hard","to","find",0.277777777777778
"are in the process",5,"are","in","the","process",0.0471698113207547
"are known as the",5,"are","known","as","the",0.833333333333333
"are less likely to",5,"are","less","likely","to",0.714285714285714
"are many ways to",5,"are","many","ways","to",0.833333333333333
"are more important than",5,"are","more","important","than",0.5
"are more than welcome",5,"are","more","than","welcome",0.25
"are not aware of",5,"are","not","aware","of",1
"are not familiar with",5,"are","not","familiar","with",1
"are not very good",5,"are","not","very","good",1
"are now in the",5,"are","now","in","the",0.384615384615385
"are red violets are",5,"are","red","violets","are",1
"are so many people",5,"are","so","many","people",0.0704225352112676
"are so proud of",5,"are","so","proud","of",0.833333333333333
"are still going to",5,"are","still","going","to",0.714285714285714
"are the only ones",5,"are","the","only","ones",0.185185185185185
"are the people who",5,"are","the","people","who",0.416666666666667
"are the result of",5,"are","the","result","of",0.833333333333333
"are they going to",5,"are","they","going","to",0.833333333333333
"are you doing here",5,"are","you","doing","here",0.0515463917525773
"are you doing today",5,"are","you","doing","today",0.0515463917525773
"are you guys doing",5,"are","you","guys","doing",0.135135135135135
"are you having a",5,"are","you","having","a",0.357142857142857
"are you interested in",5,"are","you","interested","in",0.714285714285714
"are you most excited",5,"are","you","most","excited",0.714285714285714
"are you moving to",5,"are","you","moving","to",0.5
"are you planning on",5,"are","you","planning","on",0.5
"are you referring to",5,"are","you","referring","to",1
"are you willing to",5,"are","you","willing","to",1
"around for a while",5,"around","for","a","while",0.333333333333333
"around the city and",5,"around","the","city","and",0.357142857142857
"around the corner and",5,"around","the","corner","and",0.087719298245614
"around the world in",5,"around","the","world","in",0.0549450549450549
"as a human being",5,"as","a","human","being",0.357142857142857
"as an opportunity to",5,"as","an","opportunity","to",0.714285714285714
"as bad as it",5,"as","bad","as","it",0.166666666666667
"as bad as the",5,"as","bad","as","the",0.166666666666667
"as far as my",5,"as","far","as","my",0.0423728813559322
"as fast as the",5,"as","fast","as","the",0.2
"as good as the",5,"as","good","as","the",0.087719298245614
"as i am a",5,"as","i","am","a",0.0847457627118644
"as i get to",5,"as","i","get","to",0.161290322580645
"as i had hoped",5,"as","i","had","hoped",0.166666666666667
"as i have a",5,"as","i","have","a",0.0961538461538462
"as i mentioned earlier",5,"as","i","mentioned","earlier",0.227272727272727
"as i mentioned in",5,"as","i","mentioned","in",0.227272727272727
"as i thought it",5,"as","i","thought","it",0.263157894736842
"as i want to",5,"as","i","want","to",0.555555555555556
"as if they had",5,"as","if","they","had",0.172413793103448
"as it is for",5,"as","it","is","for",0.0510204081632653
"as it is in",5,"as","it","is","in",0.0510204081632653
"as it is to",5,"as","it","is","to",0.0510204081632653
"as long as he",5,"as","long","as","he",0.0221238938053097
"as long as i'm",5,"as","long","as","i'm",0.0221238938053097
"as long as possible",5,"as","long","as","possible",0.0221238938053097
"as many people as",5,"as","many","people","as",0.5
"as much as anyone",5,"as","much","as","anyone",0.0182481751824818
"as much as i'd",5,"as","much","as","i'd",0.0182481751824818
"as of right now",5,"as","of","right","now",1
"as soon as she",5,"as","soon","as","she",0.0273224043715847
"as well as his",5,"as","well","as","his",0.0103734439834025
"as well as in",5,"as","well","as","in",0.0103734439834025
"as well as many",5,"as","well","as","many",0.0103734439834025
"as well as to",5,"as","well","as","to",0.0103734439834025
"as well it is",5,"as","well","it","is",0.555555555555556
"as you can get",5,"as","you","can","get",0.0467289719626168
"ask for a better",5,"ask","for","a","better",0.25
"asked if he could",5,"asked","if","he","could",0.357142857142857
"at a rate of",5,"at","a","rate","of",0.833333333333333
"at a time of",5,"at","a","time","of",0.0364963503649635
"at a time to",5,"at","a","time","to",0.0364963503649635
"at all but i",5,"at","all","but","i",0.238095238095238
"at all i have",5,"at","all","i","have",0.142857142857143
"at all times and",5,"at","all","times","and",0.172413793103448
"at any given time",5,"at","any","given","time",0.454545454545455
"at just the right",5,"at","just","the","right",1
"at least a dozen",5,"at","least","a","dozen",0.0892857142857143
"at least a few",5,"at","least","a","few",0.0892857142857143
"at least a little",5,"at","least","a","little",0.0892857142857143
"at least it's not",5,"at","least","it's","not",0.454545454545455
"at least one person",5,"at","least","one","person",0.0684931506849315
"at least you can",5,"at","least","you","can",0.178571428571429
"at me because i",5,"at","me","because","i",0.714285714285714
"at me if you",5,"at","me","if","you",0.833333333333333
"at one of our",5,"at","one","of","our",0.138888888888889
"at one point in",5,"at","one","point","in",0.0694444444444444
"at one time or",5,"at","one","time","or",0.2
"at pm see you",5,"at","pm","see","you",0.714285714285714
"at that point i",5,"at","that","point","i",0.131578947368421
"at that point in",5,"at","that","point","in",0.131578947368421
"at the bar and",5,"at","the","bar","and",0.147058823529412
"at the battle of",5,"at","the","battle","of",1
"at the beginning and",5,"at","the","beginning","and",0.0892857142857143
"at the bus stop",5,"at","the","bus","stop",0.714285714285714
"at the centre of",5,"at","the","centre","of",0.714285714285714
"at the forefront of",5,"at","the","forefront","of",0.625
"at the hard rock",5,"at","the","hard","rock",1
"at the level of",5,"at","the","level","of",0.833333333333333
"at the moment as",5,"at","the","moment","as",0.0396825396825397
"at the new york",5,"at","the","new","york",0.238095238095238
"at the rose garden",5,"at","the","rose","garden",0.833333333333333
"at the time he",5,"at","the","time","he",0.0289017341040462
"at the time it",5,"at","the","time","it",0.0289017341040462
"at the time they",5,"at","the","time","they",0.0289017341040462
"at the world famous",5,"at","the","world","famous",0.333333333333333
"at work so i",5,"at","work","so","i",0.454545454545455
"austin under the mistletoe",5,"austin","under","the","mistletoe",1
"away some of the",5,"away","some","of","the",0.714285714285714
"awesome thanks for sharing",5,"awesome","thanks","for","sharing",0.384615384615385
"awkward moment when a",5,"awkward","moment","when","a",0.0549450549450549
"back and forth and",5,"back","and","forth","and",0.0704225352112676
"back in time to",5,"back","in","time","to",0.208333333333333
"back to the car",5,"back","to","the","car",0.0164473684210526
"back to the drawing",5,"back","to","the","drawing",0.0164473684210526
"back to the grind",5,"back","to","the","grind",0.0164473684210526
"back to the gym",5,"back","to","the","gym",0.0164473684210526
"back to the old",5,"back","to","the","old",0.0164473684210526
"back to the states",5,"back","to","the","states",0.0164473684210526
"back to work and",5,"back","to","work","and",0.0757575757575758
"bake for about minutes",5,"bake","for","about","minutes",1
"be a great day",5,"be","a","great","day",0.0574712643678161
"be a lot more",5,"be","a","lot","more",0.113636363636364
"be able to be",5,"be","able","to","be",0.00920810313075507
"be able to pick",5,"be","able","to","pick",0.00920810313075507
"be able to provide",5,"be","able","to","provide",0.00920810313075507
"be able to start",5,"be","able","to","start",0.00920810313075507
"be able to stay",5,"be","able","to","stay",0.00920810313075507
"be able to understand",5,"be","able","to","understand",0.00920810313075507
"be able to watch",5,"be","able","to","watch",0.00920810313075507
"be afraid of the",5,"be","afraid","of","the",0.5
"be better than the",5,"be","better","than","the",0.208333333333333
"be careful what you",5,"be","careful","what","you",0.625
"be chosen at random",5,"be","chosen","at","random",1
"be compared to the",5,"be","compared","to","the",0.833333333333333
"be found at the",5,"be","found","at","the",0.714285714285714
"be further from the",5,"be","further","from","the",1
"be giving away a",5,"be","giving","away","a",0.625
"be in love with",5,"be","in","love","with",0.555555555555556
"be in new york",5,"be","in","new","york",1
"be looked at as",5,"be","looked","at","as",0.714285714285714
"be nice to your",5,"be","nice","to","your",0.119047619047619
"be part of this",5,"be","part","of","this",0.078125
"be seen in the",5,"be","seen","in","the",0.384615384615385
"be so much fun",5,"be","so","much","fun",0.333333333333333
"be sure to include",5,"be","sure","to","include",0.0276243093922652
"be sure to keep",5,"be","sure","to","keep",0.0276243093922652
"be sure to leave",5,"be","sure","to","leave",0.0276243093922652
"be sure to like",5,"be","sure","to","like",0.0276243093922652
"be taken into account",5,"be","taken","into","account",0.833333333333333
"be the best way",5,"be","the","best","way",0.0526315789473684
"be the guy who",5,"be","the","guy","who",1
"be there for me",5,"be","there","for","me",0.15625
"be there with my",5,"be","there","with","my",0.277777777777778
"be treated like a",5,"be","treated","like","a",0.833333333333333
"bear in mind that",5,"bear","in","mind","that",0.416666666666667
"beautiful day for a",5,"beautiful","day","for","a",0.555555555555556
"because a lot of",5,"because","a","lot","of",1
"because he wanted to",5,"because","he","wanted","to",0.833333333333333
"because it has a",5,"because","it","has","a",0.333333333333333
"because it would be",5,"because","it","would","be",0.454545454545455
"because no one can",5,"because","no","one","can",0.263157894736842
"because of the way",5,"because","of","the","way",0.0303030303030303
"because they are not",5,"because","they","are","not",0.0769230769230769
"because they are the",5,"because","they","are","the",0.0769230769230769
"because you want to",5,"because","you","want","to",1
"bed in the morning",5,"bed","in","the","morning",0.5
"been a bit of",5,"been","a","bit","of",0.25
"been a good day",5,"been","a","good","day",0.227272727272727
"been a great day",5,"been","a","great","day",0.277777777777778
"been a long day",5,"been","a","long","day",0.135135135135135
"been able to see",5,"been","able","to","see",0.0549450549450549
"been around for a",5,"been","around","for","a",0.454545454545455
"been going on for",5,"been","going","on","for",0.277777777777778
"been in love with",5,"been","in","love","with",0.714285714285714
"been on my mind",5,"been","on","my","mind",0.416666666666667
"been one of my",5,"been","one","of","my",0.357142857142857
"been one of the",5,"been","one","of","the",0.357142857142857
"been waiting for a",5,"been","waiting","for","a",0.192307692307692
"been working on this",5,"been","working","on","this",0.113636363636364
"being able to do",5,"being","able","to","do",0.0574712643678161
"being used as a",5,"being","used","as","a",0.555555555555556
"believe that i am",5,"believe","that","i","am",0.277777777777778
"best bet is to",5,"best","bet","is","to",0.833333333333333
"best feeling in the",5,"best","feeling","in","the",1
"best friend in the",5,"best","friend","in","the",0.833333333333333
"best in the world",5,"best","in","the","world",0.277777777777778
"best things in life",5,"best","things","in","life",0.714285714285714
"better than anyone else",5,"better","than","anyone","else",0.833333333333333
"better than i do",5,"better","than","i","do",0.217391304347826
"between am and pm",5,"between","am","and","pm",0.714285714285714
"between you and the",5,"between","you","and","the",0.357142857142857
"bigger and better things",5,"bigger","and","better","things",0.5
"birthday i love you",5,"birthday","i","love","you",0.833333333333333
"birthday to her please",5,"birthday","to","her","please",0.833333333333333
